Linha de ônibus,Cidade,Lista de pontos de paradas sequenciais
4008-10-0,São Paulo,"[2202585434, 2202585434, 2260400247, 3900887436, 3900887440, 2260400428, 2260400599, 2260400748, 2260400748, 2260400599, 3900885959, 2260400526, 3900888603, 8774063442, 1679523356, 1679523191, 1679523077, 662492140, 4416934095, 4416931852, 4416931854, 8777345168, 7851780558, 1836954251, 5502288866, 1836954348, 4549582633, 6961205222, 1836954470, 3055988689, 1836954381, 6961194066, 1836954358, 6573547620, 1836954544, 662492033, 3900873167, 2477118814, 6080799423, 663301602, 663301607, 663470983, 2476995854, 2476995856, 438680048, 2295109946, 1984358528, 8773589032, 2533592850, 6093415628, 438679902, 7950802718]"
4008-10-1,São Paulo,"[7950802718, 2431342940, 663863899, 667546504, 1984335331, 4579257382, 1984358533, 663471002, 2476979655, 2376451574, 1984335378, 155383646, 2477112210, 1836954575, 1836954543, 1836954541, 1836954490, 6573547620, 1836954358, 6961194066, 1836954381, 3055988689, 4549582633, 1836954348, 1836954234, 1836954263, 1836954252, 5446787349, 1836954107, 4762894928, 3119469753, 3118235493, 1679523356, 1679523669, 3900888603, 2260400432, 2260400480, 2260400599, 2260400748, 2260400750, 2260400748, 2260400599, 2260400428, 3900887440, 3900887416, 3900887436, 3900887436, 2260400247, 760105403, 760105390, 2207393241, 6501405787, 2202585434]"
4010-10-0,São Paulo,"[173920532, 1678842683, 6961173092, 1679754936, 1679754925, 1679755091, 7851780558, 1836954251, 5502288866, 1836954348, 4549582633, 1836954527, 1836954553, 3900873167, 2477118814, 6080799423, 663301602, 663301607, 663470983, 2476995854, 2476995856, 438680048, 2295109946, 1984358528, 8773589032, 2533592850, 6093415628, 438679902, 7950802718, 7950802718, 7950802718, 438679885]"
4010-10-1,São Paulo,"[438679885, 438679770, 2431342940, 663863899, 667546504, 1984335331, 4579257382, 1984358533, 663471002, 2476979655, 2376451574, 1984335378, 155383646, 2477112210, 1836954575, 1836954543, 1836954518, 4549582633, 1836954348, 1836954234, 2488956971, 1679755063, 1679754925, 1678846257, 1678844649, 1678842928, 1678775274, 1678774469, 5070621866, 173920532, 173920532]"
4011-10-0,São Paulo,"[1836842504, 3908615599, 1836842515, 1836842455, 1836781921, 7913008137, 8761507887, 8761507891, 1836781690, 8761507908, 1836781576, 1836781477, 1836848274, 1836848269, 1836848237, 8789863251, 1659407911, 1664522693, 1664522776, 1667834271, 1650761011, 1645957411, 5252124593, 1645759008, 1645957548, 1607782717, 1645958388, 296191293]"
4011-10-1,São Paulo,"[296191293, 296191438, 1645957899, 1645957561, 1645759008, 155373522, 8790120950, 5463233673, 3900887397, 1664522693, 1659407916, 1659407897, 1607877074, 1836848259, 1836781425, 1836781477, 7784004346, 8761507908, 1836781690, 1836781753, 8761507887, 1836781882, 7871882032, 3908615411, 1836842515]"
4012-10-0,São Paulo,"[1836781497, 1836781471, 1836781546, 4576399318, 1836992256, 3901907467, 1836769590, 3901907510, 1836769636, 3901907498, 1836769734, 5430109021, 1836769819, 1836769954, 4723921717, 1676930670, 1836742154, 3901939976, 1836731721, 3901939991, 1836742297, 5421475113, 5421475113, 5421430434, 296944361, 296191386, 296191293]"
4012-10-1,São Paulo,"[296191293, 8954121219, 296944381, 1659408412, 8792526559, 1659408754, 1659408811, 1836731721, 1659408534, 1836742161, 1676930775, 1676930670, 1676930613, 1836769912, 1836769819, 1836769655, 3901907523, 3901907467, 1836769550, 4576399313, 4576399318, 1836781517]"
4013-10-0,São Paulo,"[1836711396, 1836711314, 1836711185, 1836711141, 1836711121, 1836711099, 8926302376, 1975853122, 1659408691, 1659408692, 6170543073, 3901940013, 1836731730, 5465947657, 7941645228, 3901939991, 1836742297, 5421475113, 5421475113, 5421430434, 296944361, 296191386]"
4013-10-1,São Paulo,"[296191293, 8954121219, 296944381, 1659408412, 8792526559, 1659408754, 1659408811, 1836717955, 5471894281, 3902317542, 3901940020, 3901940020, 5471868721, 3522931727, 1659408692, 1975853122, 8766097876, 1836711098, 1836711120, 1836711156, 3907540613, 7476650411, 1836711314, 1836711405, 1836711418, 1836711396]"
4014-10-0,São Paulo,"[1676930410, 1676930303, 1645958274, 7937096978, 1645958253, 4723921692, 1645958264, 8773090487, 1645958516, 1645958516, 1645958172, 1645957856, 1645957565, 1650761181, 662464157, 662464310, 662464304, 662464307, 663007890, 662464286, 663281821, 1984335415, 7927939626, 1607544156, 1984335408, 1607570622, 1095081423, 1095081519, 6080799423, 663301602, 663301607, 663470983, 2476995854, 2476995856, 438680048, 2295109946, 1984358528, 8773589032, 2533592850, 6093415628, 438679902, 7950802718]"
4014-10-1,São Paulo,"[7950802718, 2431342940, 663863899, 667546504, 1984335331, 4579257382, 1984358533, 663471002, 2476979655, 2376451574, 1984335378, 155383646, 155384033, 1607570622, 1607546986, 1607552048, 1984335415, 663281821, 662464259, 3901685462, 663007890, 662464307, 663007891, 662464328, 1645758990, 155373522, 8790120950, 1645957447, 1650761149, 1650761181, 1650761181, 1645957565, 1645957856, 1645958305, 1645958641, 1645958668, 1645958253, 7937096978, 1676930242, 1676930523, 1676930410]"
4015-10-0,São Paulo,"[296953534, 296953534, 296953542, 296953546, 4234694287, 8790144142, 8747478590, 4178156177, 4178156183, 5434564867, 6016320099, 296884192, 296888415, 1836717982, 3901939991, 1836742297, 5421475113, 5421475113, 5421430434, 296944361, 296191386, 296953534]"
4016-10-0,São Paulo,"[296953534, 8954121219, 296944381, 1659408412, 8792526559, 1659408754, 1659408811, 1836717993, 296884194, 296884197, 296884192, 296888334, 6016320099, 296877456, 296877464, 4178160292, 4178156188, 5434564861, 4178156182, 4178156178, 4178156175, 7828471464, 296870981, 296867609, 8790144142, 296870936, 296191293, 296953534, 296953534, 296953534]"
4017-10-0,São Paulo,"[1836925640, 1836925631, 1836925471, 3908528924, 1836925384, 1665953743, 1665953767, 1665953671, 1836917282, 3908528694, 1836917588, 1836917632, 1836917597, 1836917625, 1836917751, 7934260384, 1836917979, 1836917979, 2235022561, 3908553443, 8534179076, 1836918344, 1836918425, 1947927980, 1836918498, 1836918560, 1836918584, 1836918629, 1836918651, 3908597475, 1836918612, 1836918595, 7023530455, 3908597496, 2235109045, 7023530455, 7023530455]"
4017-10-1,São Paulo,"[7023530455, 1836918602, 1836918618, 1836918678, 1836918651, 7023541796, 1836918584, 1836918582, 1836918560, 1836918553, 1836918498, 1947927980, 1836918344, 1836918239, 3908553443, 2235022561, 1836917979, 1836917979, 1836917919, 1836917751, 1836917625, 1836917597, 1836917632, 7849165673, 1836917451, 3384754597, 1836917282, 7832358690, 1665953767, 5418837103, 1836925384, 1836925403]"
4018-10-0,São Paulo,"[2101858287, 7023530455, 7023530455, 1836918560, 1836918553, 1836918498, 1947927980, 1836918344, 1836918239, 3908553443, 2235022561, 1836917953, 8765942366, 1836917784, 1836917669, 7884163021, 1836918100, 1665807331, 5305573900, 3906537529, 1836857278, 7786618176, 1836848274, 1836848269, 1836848237, 8789863251, 1659407911, 1664522693, 1664522776, 1667834271, 1650761011, 1645957411, 5252124593, 1645759008, 1645957548, 1607782717, 1645958388, 296191290]"
4018-10-1,São Paulo,"[296191290, 296191438, 1645957899, 1645957561, 1645759008, 155373522, 8790120950, 5463233673, 3900887397, 1664522693, 1659407916, 1659407897, 1607877074, 1836848259, 1836781425, 7786625086, 1607871323, 8627340310, 1836857285, 5305573900, 5305589321, 1836918100, 7884163021, 1836917669, 8765942366, 1836917953, 2235022561, 3908553443, 8534179076, 1836918344, 1836918425, 1947927980, 1836918498, 1836918560, 7023530455, 3908597496, 2235109045]"
4024-10-0,São Paulo,"[3906607699, 3906607677, 3906589601, 1660722604, 1660722674, 1837002244, 7848395158, 3905193743, 1660722681, 1812542487, 3905193692, 1678061675, 1812542541, 1812542465, 1812542549, 1812542528, 1812542448, 1812542529, 1812542471, 1812542540, 1678061687, 2179853665, 1678061709, 4111800843, 737621260, 737621244, 737620708, 1678946278, 5376993809, 4102552429, 736984930, 4102552474]"
4024-10-1,São Paulo,"[1679669513, 192102966, 192102303, 736936800, 1678945530, 1678946278, 4111800838, 737621244, 737621260, 1678061709, 8943221575, 1678061695, 1678061705, 3905177696, 3905193658, 1812542591, 1812542528, 1812542517, 1812542465, 1812542503, 1660722587, 1812542536, 7848395158, 1837002254, 1660722674, 1837002496, 7302258377, 3906589601, 3906607677]"
4025-10-0,São Paulo,"[1271670406, 1271670573, 1271670454, 2486712577, 1271670636, 661583538, 907695050, 1271670661, 1065445026, 2453057240, 1046259693, 1265860483, 1990934621, 1065620327, 2489402943, 1041285723, 674413034, 2515860927, 4525216539, 661560966, 2549366567, 2450025107, 437088946, 2451166023, 335958095, 6785985984, 470090685, 334387610, 470090696, 470086729, 334384260, 325720634, 5902162292, 333734414, 7288182088, 129960395]"
4025-10-1,São Paulo,"[175676500, 462003859, 462001985, 1424266148, 352693672, 352693672, 334383142, 4499663530, 1421325188, 2487367288, 5902162292, 325720634, 2811317663, 7292120571, 332266461, 336668942, 7292120542, 4562773714, 470090760, 333731847, 470086828, 336661495, 2515869084, 2450029052, 4549582648, 4525216540, 1265860687, 674413034, 7953937694, 7953937699, 2489402964, 1065620327, 1041041311, 1038760191, 1265860483, 1038746268, 2453057240, 1038690638, 1271670661, 907695050, 661583538, 1271670300, 2486712572, 3901798705, 1271670615, 1271670406]"
4027-10-0,São Paulo,"[662714280, 1984335414, 1984335418, 1984335427, 6352664021, 1984335472, 1984335479, 7285450142, 7285450141, 1984335516, 1984335518, 8954121219, 296944381, 1659408412, 8792526559, 1659408754, 1659408811, 1836731721, 1659408534, 3901940004, 5471868721, 3522931727, 1659408692, 1975853122, 8766097876, 1836711098, 1836711120, 1836711156, 3907540613, 7476650411, 1836711314]"
4027-41-0,São Paulo,"[3907544498, 1836711136, 1836711120, 1836711099, 8926302376, 1975853122, 1659408691, 1659408692, 6170543073, 3901940013, 3901940008, 3901939976, 1836731721, 3901939991, 1836742297, 5421475113, 5421475113, 5421430434, 296944361, 296191386, 296191254, 296196413]"
4027-41-1,São Paulo,"[296196413, 1984335518, 6355511038, 8954121219, 296944381, 1659408412, 8792526559, 1659408754, 1659408811, 1836731721, 1659408534, 3901940004, 5471868721, 3522931727, 1659408692, 1975853122, 1836711101, 1836711189]"
4028-10-0,São Paulo,"[662714280, 662714280, 1984335414, 1984335418, 1984335427, 6352664021, 1984335472, 1984335479, 7285450142, 7285450141, 1984335516, 1984335518, 8954121219, 296944381, 1659408412, 8792526559, 1659408754, 1659408811, 1836717955, 3902319937, 3902319934, 1664243577, 1836711399, 1836711384]"
4029-10-0,São Paulo,"[296196373, 1984335518, 6355511038, 296191254, 6097074666, 1271336935, 1269523327, 1269522479, 1265652056, 1269974336, 7352586948, 1040335387, 1099023020, 8773901161, 1273790872, 1107149116, 1040335041, 1276603777, 1095937804, 1040187448, 1095937937, 1036654818, 1095937967, 1040038985, 8765665690, 1050228185, 1050228197, 1049139672, 923645174, 1096547161, 571513861, 3357168910, 3357168910, 1096547074, 335964727, 1984378134, 667546005, 335964712, 356234136, 512564088, 792632658, 512564119, 1265860789, 1265860780, 1265860763, 1265860510, 1265860799, 910202628, 1265860440, 470091259, 333731847, 470086828, 336661495, 336661280]"
4029-10-1,São Paulo,"[336661280, 2451166023, 335958095, 6785985984, 2451166006, 470091188, 1265860606, 910202766, 1265860510, 512564110, 512564115, 792632658, 512564098, 356234136, 335966083, 667546001, 705424585, 1096547295, 1984378164, 3357168910, 1096547249, 571513865, 571513867, 1056982546, 1096547264, 1096547344, 571513852, 1069837660, 1039927845, 1040187360, 1069859295, 8773964282, 1273790872, 8773901171, 1273790886, 7364366702, 1269973979, 1040335142, 1040335345, 7292624089, 1256295346, 1269522830, 1269523832, 296950250, 296951857, 1984335518, 296196373]"
4030-10-0,São Paulo,"[296955910, 8751152711, 1269522638, 296957875, 296957873, 1269523469, 1269522373, 1269522373, 5888870926, 1269523288, 7292624089, 1256295346, 1269522830, 1269523832, 296950250, 296951857, 296191256, 296953534, 296196344, 1984335518, 663281770, 663049764, 663281781, 663049778, 663056354, 663049862, 663049878, 663049888, 2286216159, 6350686107, 1095081519, 6080799423, 663301602, 663301607, 663470983, 2476995854, 2476995856, 438680048, 2295109946, 792653029, 792651757, 663863987, 155392165, 155390829, 8805259162, 155391578, 2899193997]"
4030-10-1,São Paulo,"[2899193997, 155392163, 155390829, 8805259162, 1984335331, 4579257382, 1984358533, 663471002, 2476979655, 2376451574, 1984335378, 155383646, 155384033, 1984335398, 1984335414, 1984335418, 1984335427, 6352664021, 1984335472, 1984335479, 7285450142, 7285450141, 1984335516, 1984335518, 296953534, 296191254, 6097074666, 1271336935, 1269523327, 1269522479, 1265652056, 1040335345, 1269523288, 1269523766, 1269523156, 3901685512, 296957875, 1269522638, 296955868, 296951872, 296955910]"
4031-10-0,São Paulo,"[1273989780, 1273791439, 1273791405, 1274824020, 1273790939, 1273791234, 1047000275, 1273791065, 1273791582, 1274825557, 1274824470, 1274825180, 3901797809, 1048879448, 1267559309, 1042023924, 1037938747, 1037938743, 1277760090, 1037938736, 1037938734, 1049484825, 850377377, 850377370, 850377366, 1046792466, 1984378190, 1046783495, 1041528228, 1038746225, 1038760215, 1038746268, 2489402937, 1065620327, 2489402943, 1041285723, 674413034, 1041132950, 1265860799, 910202628, 1265860440, 470091259, 333731847, 470086828, 336661495, 2515869084, 2450029052, 252018921, 601487136, 601487173, 2778109036, 4100272553, 4100272553, 4100272553, 4100272553]"
4031-10-1,São Paulo,"[4100272553, 601487205, 1432820664, 601114967, 601807172, 601807182, 601487205, 601487207, 601487208, 1819619973, 437088946, 2451166023, 335958095, 6785985984, 2451166006, 470091188, 1265860687, 674413034, 7953937694, 7953937699, 2489402964, 1065620327, 1041041311, 2489402967, 2453057235, 1046259693, 1046116851, 1046116934, 850377302, 850377356, 1049485220, 1049485070, 1277760978, 1277760460, 1277761445, 1037938749, 1042023915, 1048879448, 1276609634, 1037938768, 1274825180, 1274825169, 1048879428, 1047000265, 1047000254, 1273791823, 1273791234, 2596068757, 1273790874, 1273791137, 1273791213, 2434359260, 1273989780]"
4032-10-0,São Paulo,"[2454873955, 1484671318, 1484671369, 3900123076, 298294791, 1538576400, 468748303, 468748349, 468752960, 1549468469, 7288713227, 468027323, 467994447, 467994479, 468729561, 468710829, 468710821, 1383421090, 1549433632, 8719758138, 6190903100, 370592852, 1920635353, 1920635319, 1920635344, 431359354, 389461956, 389461824, 389461819, 389461919, 389747666, 389479108, 4678388179, 389461755, 389461739, 370799488, 386247467, 476453481, 315793562]"
4032-10-1,São Paulo,"[3260308329, 4279348727, 315793571, 476453481, 477234187, 370799629, 8062436010, 389461755, 4678388125, 389479108, 389747676, 389747658, 389461819, 7984814634, 2421037113, 389747621, 28991264, 1397985505, 410248079, 389747791, 389747785, 1920635168, 1677391956, 1920635246, 467923914, 1920635264, 2894371746, 26592027, 8719758138, 1549433601, 468694763, 468027290, 467994447, 468694516, 468748349, 468748347, 468748303, 1538576400, 298294791, 1655754774, 1484671374, 1484671287, 2454873949]"
4033-10-0,São Paulo,"[1277760464, 1277760464, 1277760461, 1277761259, 1277761354, 1277760614, 1277760978, 1277760460, 1277761445, 1042023888, 1042023864, 7725214961, 1039989889, 1040170849, 1069837660, 1039927845, 1040187360, 1095937818, 1096518621, 1107116614, 667223906, 1099023001, 667223932, 1099022798, 1099022715, 1099022950, 1096914041, 1099022992, 1265651778, 1099023131, 1096914050, 1269973979, 1040335142, 1040335345, 7292624089, 1256295346, 1269522830, 1269523832, 296950250, 296951857, 296191256, 8954121219, 296944381, 1659408412, 8792526559, 1659408754, 1659408811, 1836731721, 1659408534, 1836742161, 1676930775, 1676930670, 1676930613]"
4033-10-1,São Paulo,"[1836793735, 1836769897, 1836769819, 1836769954, 4723921717, 1676930670, 1836742154, 3901939976, 1836731721, 3901939991, 1836742297, 5421475113, 5421475113, 5421430434, 296944361, 296191386, 296191254, 296191254, 6097074666, 1271336935, 1269523327, 1269522479, 1265652056, 1269974336, 7352586948, 1265651743, 1265651778, 1099023072, 1099022740, 1099022857, 1099023055, 7285470783, 667223931, 663470858, 663895360, 667223905, 1096517949, 1107116614, 1096518059, 1096518059, 1096518621, 1095937818, 1095937804, 1040187448, 1095937937, 1036654818, 1040170849, 1039989889, 1040000440, 1042023888, 1037938743, 1277760090, 1037938736, 1037938734, 1049484825, 1049484829, 1277761354, 1277761259, 1277761514, 1277760464]"
403A-10-0,São Paulo,"[9035525127, 7937688280, 4530551116, 3905134071, 3905134071, 738670951, 736966228, 8943140178, 736863173, 736863045, 3905134108, 737620905, 3905177676, 2179853665, 1678061709, 4111800843, 736974039, 1678946848, 1678946775, 4106913802, 765175084, 5371164642, 1678946359, 155340245, 7846337718, 1678773666, 1678774469, 173917905, 1678775444, 1678775444, 1678775489, 1678775434, 1678775251, 6722229287, 173917889, 6960755243, 1678866297, 1664111478, 8777241277, 1836987733, 1836987669, 1664070080, 1897135036, 1836987620, 173913772, 173913770, 8777406422, 173913756, 1650371337, 2975016251, 1650371335, 1664185393, 1664135806, 1664135811, 317442837, 2372870188, 1706349272, 2372870188, 1706349612, 357963780, 1706350269, 627702920, 629048461, 664053076, 3900489788, 1706346159, 1664231988, 1664232046]"
